case_index,scenario,sentiment,urgency,emp_steering,frm_steering,emp_token_len,frm_token_len,emp_sent_len,frm_sent_len,emp_ttr,frm_ttr,rouge1_ef,rouge2_ef,rougeL_ef,rouge1_ec,rouge1_fc,emp_flesch_ease,emp_flesch_grade,emp_fog,frm_flesch_ease,frm_flesch_grade,frm_fog,emp_empathy_score,emp_formality_score,frm_empathy_score,frm_formality_score,emp_fp_singular,frm_fp_singular,emp_passive,frm_passive,style_disc_score,emp_entity_cov,frm_entity_cov,emp_placeholder,frm_placeholder,emp_cov_product,emp_cov_order_id,emp_cov_issue,emp_cov_urgency,emp_cov_sentiment,emp_cov_customer_name,frm_cov_product,frm_cov_order_id,frm_cov_issue,frm_cov_urgency,frm_cov_sentiment,frm_cov_customer_name,kg_nodes,kg_edges,kg_density,kg_salience
1,battery_issue,frustrated,high,kg_activation,kg_activation,55,65,2,3,0.8545454545454545,0.8461538461538461,0.3454545454545454,0.0925925925925926,0.14545454545454545,0.2158273381294964,0.163265306122449,36.93892857142859,14.193571428571428,15.514285714285714,26.276723163841808,14.480000000000004,17.358192090395484,0.0,0.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
2,battery_issue,angry,high,kg_activation,kg_activation,59,117,2,5,0.9491525423728814,0.8034188034188035,0.31999999999999995,0.06756756756756757,0.13333333333333333,0.1568627450980392,0.19689119170984457,31.488443396226415,15.450660377358492,15.883018867924529,42.403758241758254,11.86624175824176,14.312967032967032,0.0,0.034482758620689655,0.06451612903225806,0.06896551724137931,0.0,0.42857142857142855,0.0,0.2,-0.030033370411568408,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.876
3,battery_issue,neutral,medium,kg_activation,kg_activation,64,66,3,3,0.875,0.8939393939393939,0.3966942148760331,0.11764705882352941,0.28099173553719003,0.21818181818181817,0.22619047619047616,40.613157894736844,12.314736842105265,13.2140350877193,12.564784946236585,16.640967741935487,17.944086021505377,0.0,0.034482758620689655,0.06451612903225806,0.10344827586206896,0.0,0.0,0.0,0.0,0.004449388209121247,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
4,battery_issue,polite,low,kg_activation,kg_activation,59,77,3,3,0.9491525423728814,0.8961038961038961,0.25,0.06349206349206349,0.10937499999999999,0.2077922077922078,0.22093023255813954,66.36500000000001,8.474444444444444,10.903703703703705,25.68461187214615,15.721917808219178,16.85662100456621,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
5,battery_issue,frustrated,high,kg_activation,kg_activation,71,81,3,3,0.8591549295774648,0.8888888888888888,0.22695035460992904,0.02877697841726619,0.09929078014184396,0.21428571428571427,0.1485714285714286,40.37256410256413,13.010769230769231,12.974358974358976,32.63803652968039,14.75205479452055,16.308675799086757,0.0,0.0,0.0,0.06896551724137931,1.0,0.0,0.0,0.3333333333333333,0.06896551724137931,0.16666666666666666,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.7666666666666667
6,battery_issue,angry,high,kg_activation,kg_activation,78,52,3,3,0.8717948717948718,0.8846153846153846,0.26890756302521013,0.034188034188034185,0.13445378151260506,0.12698412698412698,0.10975609756097561,14.628333333333359,16.850000000000005,19.654901960784315,28.933333333333337,13.115744680851066,16.479432624113475,0.0,0.06896551724137931,0.06451612903225806,0.034482758620689655,0.0,0.0,0.0,0.0,-0.09899888765294772,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8833333333333333
7,battery_issue,polite,medium,kg_activation,kg_activation,71,71,3,3,0.8873239436619719,0.8591549295774648,0.25563909774436094,0.030534351145038167,0.10526315789473685,0.15853658536585366,0.2360248447204969,51.19590909090911,11.583939393939392,14.254545454545458,28.658717948717964,14.644615384615388,16.666666666666668,0.0,0.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.3333333333333333,0.0022246941045606233,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
8,battery_issue,neutral,low,kg_activation,kg_activation,74,75,3,3,0.8513513513513513,0.88,0.35714285714285715,0.07246376811594203,0.17142857142857143,0.15294117647058822,0.2117647058823529,49.05920398009954,11.964776119402988,14.306467661691542,22.87260869565219,15.782898550724642,19.055072463768116,0.03225806451612903,0.034482758620689655,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8250000000000001
9,battery_issue,frustrated,high,kg_activation,kg_activation,62,68,3,3,0.8870967741935484,0.8382352941176471,0.26562500000000006,0.11111111111111112,0.20312499999999997,0.14285714285714285,0.20689655172413793,42.85976190476194,11.918571428571429,13.180952380952384,18.625416666666695,15.961250000000003,19.15833333333333,0.0,0.10344827586206896,0.03225806451612903,0.10344827586206896,0.0,0.0,0.3333333333333333,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8714285714285716
10,battery_issue,angry,high,kg_activation,kg_activation,96,84,4,4,0.84375,0.8690476190476191,0.37037037037037046,0.0625,0.16049382716049385,0.18947368421052632,0.14285714285714285,35.94001506024097,13.401295180722894,16.974698795180725,24.243750000000006,14.535833333333336,17.1,0.03225806451612903,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.89375
